Segundos,Bytes_Por_Segundo
10.094384,1444
10.0949545,1444
10.095495,1444
10.096073,1444
10.096626,1444
10.097209,1444
10.097755,1444
10.0983305,1444
10.09887,1444
10.099439,1444
10.099976,1444
10.100548,1444
10.101098,1444
10.101678,1444
10.102226,1444
10.1028,1444
10.103343,1444
10.103912,1444
10.104449,1444
10.1050205,1444
10.105567,1444
10.106145,1444
10.106691,1444
10.107268,1444
10.107812,1444
10.108381,1444
10.108915,1444
10.109482,1444
10.110026,1444
10.110609,1444
10.111169,1444
10.111752,1444
10.112297,1444
10.1128645,1444
10.113399,1444
10.113966,1444
10.11451,1444
10.115085,1444
10.115637,1444
10.116217,1444
10.116768,1444
10.117342,1444
10.117887,1444
10.118461,1444
10.119003,1444
10.119579,1444
10.120124,1444
10.120693,1444
10.121232,1444
10.121801,1444
10.122338,1444
10.122909,1444
10.123453,1444
10.124033,1444
10.124579,1444
10.125157,1444
10.125705,1444
10.126279,1444
10.126819,1444
10.12739,1444
10.127932,1444
10.128509,1444
10.129049,1444
10.12962,1444
10.130161,1444
10.1307335,1444
10.131275,1444
10.13185,1444
10.132397,1444
10.132975,1444
10.133523,1444
10.134101,1444
10.134646,1444
10.135218,1444
10.135756,1444
10.136325,1444
10.136868,1444
10.137446,1444
10.138,1444
10.138581,1444
10.139121,1444
10.139684,1444
10.140221,1444
10.140792,1444
10.14134,1444
10.141925,1444
10.142488,1444
10.143079,1444
10.143635,1444
10.144205,1444
10.144733,1444
10.145293,1444
10.145831,1444
10.146404,1444
10.146953,1444
10.14753,1444
10.148077,1444
10.148648,1444
10.149185,1444
10.149751,1444
10.150288,1444
10.150862,1444
10.15141,1444
10.152047,1444
10.152695,1444
10.1533165,1444
10.153834,1444
10.154343,1444
10.1548195,1444
10.15535,1444
10.155877,1444
10.156455,1444
10.157004,1444
10.157582,1444
10.158128,1444
10.158703,1444
10.15925,1444
10.159826,1444
10.160372,1444
10.160949,1444
10.161491,1444
10.162063,1444
10.162606,1444
10.163185,1444
10.163731,1444
10.164305,1444
10.164845,1444
10.165422,1444
10.165968,1444
10.166544,1444
10.167085,1444
10.167655,1444
10.168197,1444
10.168771,1444
10.1693125,1444
10.169883,1444
10.170422,1444
10.170991,1444
10.171535,1444
10.1721115,1444
10.172659,1444
10.17324,1444
10.173787,1444
10.174363,1444
10.174913,1444
10.175485,1444
10.176029,1444
10.176602,1444
10.177153,1444
10.177732,1444
10.178278,1444
10.178846,1444
10.179386,1444
10.179954,1444
10.1804905,1444
10.181057,1444
10.181593,1444
10.182164,1444
10.18271,1444
10.18329,1444
10.183841,1444
10.18442,1444
10.184958,1444
10.185528,1444
10.186069,1444
10.1866455,1444
10.187197,1444
10.187777,1444
10.188325,1444
10.188898,1444
10.189438,1444
10.19001,1444
10.190557,1444
10.191134,1444
10.191683,1444
10.192259,1444
10.192804,1444
10.193375,1444
10.193922,1444
10.194493,1444
10.195034,1444
10.195607,1444
10.196156,1444
10.196734,1444
10.197284,1444
10.197856,1444
10.198394,1444
10.198964,1444
10.199507,1444
10.200083,1444
10.200629,1444
10.201207,1444
10.201763,1444
10.202342,1444
10.20288,1444
10.203447,1444
10.203993,1444
10.20457,1444
10.205119,1444
10.205698,1444
10.2062435,1444
10.206814,1444
10.207349,1444
10.207916,1444
10.208458,1444
10.209033,1444
10.209576,1444
10.210149,1444
10.210691,1444
10.211262,1444
10.211805,1444
10.21238,1444
10.212929,1444
10.213508,1444
10.214058,1444
10.214635,1444
10.2151785,1444
10.21575,1444
10.216289,1444
10.216862,1444
10.217407,1444
10.217986,1444
10.218535,1444
10.219112,1444
10.219655,1444
10.220224,1444
10.220756,1444
10.221321,1444
10.221864,1444
10.222443,1444
10.222996,1444
10.223577,1444
10.224126,1444
10.224699,1444
10.22524,1444
10.225809,1444
10.226356,1444
10.226932,1444
10.22748,1444
10.2281275,1444
10.2288,1444
10.229431,1444
10.229948,1444
10.230451,1444
10.230917,1444
10.231438,1444
10.231954,1444
10.232521,1444
10.233069,1444
10.233648,1444
10.234195,1444
10.234771,1444
10.235319,1444
10.235898,1444
10.236449,1444
10.237027,1444
10.237574,1444
10.238143,1444
10.238675,1444
10.239238,1444
10.2397785,1444
10.240358,1444
10.240909,1444
10.241487,1444
10.242039,1444
10.2426195,1444
10.243162,1444
10.243734,1444
10.244288,1444
10.244866,1444
10.245414,1444
10.245983,1444
10.246524,1444
10.247092,1444
10.247631,1444
10.248204,1444
10.248748,1444
10.249327,1444
10.24987,1444
10.250445,1444
10.250989,1444
10.251561,1444
10.252098,1444
10.252667,1444
10.253212,1444
10.253791,1444
10.254342,1444
10.254921,1444
10.2554655,1444
10.256036,1444
10.256577,1444
10.257147,1444
10.257699,1444
10.258285,1444
10.258839,1444
10.259418,1444
10.259954,1444
10.260522,1444
10.261054,1444
10.261619,1444
10.262162,1444
10.262739,1444
10.26329,1444
10.263875,1444
10.264435,1444
10.265018,1444
10.265559,1444
10.266128,1444
10.266661,1444
10.267225,1444
10.267761,1444
10.2683325,1444
10.268887,1444
10.269471,1444
10.27002,1444
10.27059,1444
10.271135,1444
10.271708,1444
10.272249,1444
10.27282,1444
10.2733755,1444
10.273956,1444
10.2745,1444
10.275071,1444
10.275617,1444
10.27619,1444
10.27674,1444
10.277313,1444
10.277852,1444
10.2784195,1444
10.278961,1444
10.279533,1444
10.28008,1444
10.280654,1444
10.281205,1444
10.281782,1444
10.2823305,1444
10.282902,1444
10.283442,1444
10.284011,1444
10.284559,1444
10.285139,1444
10.285687,1444
10.286266,1444
10.286815,1444
10.287385,1444
10.287923,1444
10.28849,1444
10.289033,1444
10.289609,1444
10.290156,1444
10.290735,1444
10.291281,1444
10.291853,1444
10.29239,1444
10.292959,1444
10.293508,1444
10.294086,1444
10.294636,1444
10.295215,1444
10.295754,1444
10.296327,1444
10.296874,1444
10.297452,1444
10.297996,1444
10.298568,1444
10.299114,1444
10.299688,1444
10.300237,1444
10.30081,1444
10.301359,1444
10.301936,1444
10.302478,1444
10.303049,1444
10.303594,1444
10.304223,1444
10.304863,1444
10.305479,1444
10.306,1444
10.3065195,1444
10.307013,1444
10.307547,1444
10.308066,1444
10.308631,1444
10.309181,1444
10.309761,1444
10.310308,1444
10.310883,1444
10.31143,1444
10.312007,1444
10.312554,1444
10.313131,1444
10.313671,1444
10.314238,1444
10.31478,1444
10.315354,1444
10.315907,1444
10.316488,1444
10.31704,1444
10.317628,1444
10.318179,1444
10.318752,1444
10.3192835,1444
10.319847,1444
10.320383,1444
10.320956,1444
10.321506,1444
10.322081,1444
10.322636,1444
10.323213,1444
10.323756,1444
10.324325,1444
10.324865,1444
10.325434,1444
10.325978,1444
10.326551,1444
10.327095,1444
10.327668,1444
10.328215,1444
10.328793,1444
10.329345,1444
10.329923,1444
10.330467,1444
10.3310375,1444
10.331577,1444
10.332147,1444
10.332691,1444
10.333266,1444
10.333809,1444
10.334384,1444
10.334938,1444
10.335517,1444
10.336066,1444
10.336638,1444
10.337181,1444
10.337753,1444
10.338303,1444
10.338878,1444
10.339422,1444
10.339992,1444
10.340537,1444
10.341114,1444
10.341663,1444
10.342238,1444
10.342786,1444
10.34336,1444
10.343903,1444
10.344477,1444
10.34502,1444
10.34559,1444
10.346132,1444
10.346705,1444
10.347253,1444
10.347828,1444
10.348372,1444
10.348947,1444
10.349489,1444
10.350062,1444
10.350609,1444
10.351188,1444
10.351732,1444
10.352307,1444
10.352858,1444
10.353436,1444
10.353984,1444
10.354557,1444
10.3551,1444
10.355671,1444
10.356211,1444
10.356785,1444
10.357327,1444
10.357902,1444
10.358449,1444
10.359026,1444
10.359572,1444
10.360151,1444
10.360698,1444
10.361274,1444
10.361815,1444
10.362388,1444
10.362928,1444
10.363501,1444
10.364044,1444
10.364623,1444
10.365172,1444
10.365749,1444
10.366295,1444
10.366873,1444
10.367424,1444
10.368006,1444
10.3685465,1444
10.369113,1444
10.369659,1444
10.370237,1444
10.370788,1444
10.371364,1444
10.371909,1444
10.372479,1444
10.3730135,1444
10.37358,1444
10.37412,1444
10.374699,1444
10.375254,1444
10.375837,1444
10.376387,1444
10.376961,1444
10.377492,1444
10.378055,1444
10.378596,1444
10.379171,1444
10.379722,1444
10.380351,1444
10.380985,1444
10.381598,1444
10.382121,1444
10.382647,1444
10.383144,1444
10.383687,1444
10.384219,1444
10.384792,1444
10.385341,1444
10.38592,1444
10.386462,1444
10.387038,1444
10.3875885,1444
10.388166,1444
10.388706,1444
10.3892765,1444
10.389819,1444
10.390391,1444
10.390934,1444
10.391511,1444
10.39206,1444
10.392638,1444
10.393181,1444
10.393748,1444
10.394298,1444
10.3948765,1444
10.395415,1444
10.395984,1444
10.396533,1444
10.397118,1444
10.397671,1444
10.398254,1444
10.398807,1444
10.399382,1444
10.39992,1444
10.400493,1444
10.401036,1444
10.401609,1444
10.40215,1444
10.40272,1444
10.403263,1444
10.403836,1444
10.404383,1444
10.40496,1444
10.405503,1444
10.406076,1444
10.406619,1444
10.407193,1444
10.40774,1444
10.408315,1444
10.408859,1444
10.409435,1444
10.409982,1444
10.410557,1444
10.411104,1444
10.411678,1444
10.412225,1444
10.412797,1444
10.413333,1444
10.413902,1444
10.414449,1444
10.415027,1444
10.415577,1444
10.416157,1444
10.4167,1444
10.417273,1444
10.417819,1444
10.418395,1444
10.418944,1444
10.419519,1444
10.420068,1444
10.420644,1444
10.421181,1444
10.421749,1444
10.422293,1444
10.42287,1444
10.423421,1444
10.424,1444
10.424541,1444
10.425114,1444
10.425663,1444
10.426243,1444
10.426792,1444
10.427366,1444
10.427916,1444
10.428491,1444
10.429039,1444
10.429613,1444
10.430166,1444
10.430743,1444
10.431286,1444
10.431858,1444
10.432401,1444
10.432978,1444
10.433535,1444
10.434115,1444
10.434661,1444
10.435233,1444
10.435777,1444
10.436351,1444
10.436897,1444
10.437468,1444
10.438009,1444
10.4385805,1444
10.439124,1444
10.439699,1444
10.440242,1444
10.440818,1444
10.441363,1444
10.441937,1444
10.442485,1444
10.443062,1444
10.443611,1444
10.444188,1444
10.444729,1444
10.445302,1444
10.445851,1444
10.446426,1444
10.446974,1444
10.447553,1444
10.44811,1444
10.448692,1444
10.449235,1444
10.449803,1444
10.45034,1444
10.450908,1444
10.45145,1444
10.452027,1444
10.452575,1444
10.453152,1444
10.453689,1444
10.454258,1444
10.454802,1444
10.455377,1444
10.455925,1444
10.456563,1444
10.457208,1444
10.457824,1444
10.458349,1444
10.458869,1444
10.459362,1444
10.459896,1444
10.460424,1444
10.460994,1444
10.461558,1444
10.462149,1444
10.4627,1444
10.46327,1444
10.463805,1444
10.464371,1444
10.464917,1444
10.465492,1444
10.466038,1444
10.466607,1444
10.467148,1444
10.467719,1444
10.468265,1444
10.468838,1444
10.469377,1444
10.469945,1444
10.470482,1444
10.471053,1444
10.4716015,1444
10.472183,1444
10.472735,1444
10.473313,1444
10.473863,1444
10.474439,1444
10.474983,1444
10.475557,1444
10.476102,1444
10.476677,1444
10.47723,1444
10.477811,1444
10.478362,1444
10.478936,1444
10.479477,1444
10.480046,1444
10.480587,1444
10.48116,1444
10.481701,1444
10.482274,1444
10.482823,1444
10.4834,1444
10.48395,1444
10.484526,1444
10.485069,1444
10.485645,1444
10.486195,1444
10.4867735,1444
10.487324,1444
10.487902,1444
10.488453,1444
10.489035,1444
10.489591,1444
10.490169,1444
10.490712,1444
10.49128,1444
10.491816,1444
10.492381,1444
10.492923,1444
10.493495,1444
10.494039,1444
10.494614,1444
10.495159,1444
10.495737,1444
10.49629,1444
10.496869,1444
10.497409,1444
10.497978,1444
10.498521,1444
10.499096,1444
10.499642,1444
10.50022,1444
10.500767,1444
10.501345,1444
10.50189,1444
10.502463,1444
10.503008,1444
10.503583,1444
10.504128,1444
10.504705,1444
10.505252,1444
10.505827,1444
10.506374,1444
10.506948,1444
10.507495,1444
10.50807,1444
10.508616,1444
10.509193,1444
10.509739,1444
10.510312,1444
10.510858,1444
10.511431,1444
10.511975,1444
10.512553,1444
10.5131,1444
10.513677,1444
10.514222,1444
10.514797,1444
10.515348,1444
10.515925,1444
10.516471,1444
10.517048,1444
10.517596,1444
10.518176,1444
10.518724,1444
10.519304,1444
10.519851,1444
10.520425,1444
10.5209675,1444
10.521537,1444
10.522079,1444
10.522651,1444
10.523196,1444
10.523771,1444
10.52432,1444
10.524896,1444
10.525436,1444
10.526006,1444
10.526551,1444
10.527128,1444
10.527675,1444
10.528253,1444
10.528799,1444
10.529374,1444
10.529921,1444
10.530495,1444
10.531042,1444
10.531619,1444
10.5321665,1444
10.532797,1444
10.533432,1444
10.534045,1444
10.534565,1444
10.535085,1444
10.535579,1444
10.536119,1444
10.536648,1444
10.537221,1444
10.537764,1444
10.538341,1444
10.538882,1444
10.539458,1444
10.540009,1444
10.540588,1444
10.541141,1444
10.541719,1444
10.542262,1444
10.542834,1444
10.543379,1444
10.543953,1444
10.544498,1444
10.545075,1444
10.545615,1444
10.5461855,1444
10.546732,1444
10.54731,1444
10.547865,1444
10.548447,1444
10.548997,1444
10.549577,1444
10.5501375,1444
10.550726,1444
10.551277,1444
10.551849,1444
10.552387,1444
10.552956,1444
10.553496,1444
10.554068,1444
10.554613,1444
10.555186,1444
10.5557375,1444
10.556313,1444
10.556853,1444
10.557424,1444
10.557972,1444
10.558548,1444
10.559108,1444
10.559692,1444
10.560234,1444
10.560799,1444
10.561333,1444
10.5619,1444
10.562447,1444
10.5630245,1444
10.563572,1444
10.564151,1444
10.564701,1444
10.565276,1444
10.565824,1444
10.566397,1444
10.566941,1444
10.567513,1444
10.568057,1444
10.568633,1444
10.569184,1444
10.569763,1444
10.570313,1444
10.5708885,1444
10.571435,1444
10.572012,1444
10.572568,1444
10.573149,1444
10.573696,1444
10.574266,1444
10.574804,1444
10.575375,1444
10.575919,1444
10.576496,1444
10.577048,1444
10.577625,1444
10.57816,1444
10.578724,1444
10.5792675,1444
10.579848,1444
10.5804,1444
10.580984,1444
10.581545,1444
10.582137,1444
10.582687,1444
10.583255,1444
10.583785,1444
10.58435,1444
10.584894,1444
10.58547,1444
10.586018,1444
10.586592,1444
10.58714,1444
10.587713,1444
10.588257,1444
10.588832,1444
10.589381,1444
10.589958,1444
10.590505,1444
10.591081,1444
10.591625,1444
10.592199,1444
10.592744,1444
10.593317,1444
10.593863,1444
10.59444,1444
10.594993,1444
10.595573,1444
10.59612,1444
10.596694,1444
10.597235,1444
10.597811,1444
10.59836,1444
10.59894,1444
10.59949,1444
10.600069,1444
10.600613,1444
10.601183,1444
10.601719,1444
10.602293,1444
10.602843,1444
10.603425,1444
10.603975,1444
10.604553,1444
10.605099,1444
10.605675,1444
10.606222,1444
10.6068,1444
10.607347,1444
10.607923,1444
10.608469,1444
10.609101,1444
10.609743,1444
10.61036,1444
10.610881,1444
10.611395,1444
10.611882,1444
10.612416,1444
10.612944,1444
10.613516,1444
10.614068,1444
10.61465,1444
10.615194,1444
10.615772,1444
10.616318,1444
10.616896,1444
10.617442,1444
10.61802,1444
10.618568,1444
10.619142,1444
10.619687,1444
10.62026,1444
10.620811,1444
10.62139,1444
10.621943,1444
10.622519,1444
10.623064,1444
10.623632,1444
10.62417,1444
10.624741,1444
10.625284,1444
10.625862,1444
10.626412,1444
10.626994,1444
10.627544,1444
10.62812,1444
10.628662,1444
10.629234,1444
10.62978,1444
10.630356,1444
10.630906,1444
10.631483,1444
10.63203,1444
10.632603,1444
10.633144,1444
10.6337185,1444
10.634269,1444
10.63485,1444
10.635402,1444
10.635978,1444
10.636525,1444
10.6371,1444
10.637639,1444
10.63821,1444
10.638765,1444
10.63935,1444
10.639901,1444
10.640477,1444
10.64102,1444
10.641592,1444
10.6421385,1444
10.642714,1444
10.643261,1444
10.643836,1444
10.64438,1444
10.644955,1444
10.645499,1444
10.6460705,1444
10.646609,1444
10.647182,1444
10.647735,1444
10.6483135,1444
10.648864,1444
10.649441,1444
10.649996,1444
10.650577,1444
10.651117,1444
10.651687,1444
10.652231,1444
10.652808,1444
10.6533575,1444
10.653936,1444
10.654488,1444
10.655063,1444
10.655601,1444
10.65617,1444
10.656716,1444
10.657295,1444
10.657847,1444
10.658426,1444
10.658973,1444
10.659544,1444
10.660083,1444
10.660654,1444
10.6612015,1444
10.66178,1444
10.6623335,1444
10.662914,1444
10.663464,1444
10.664035,1444
10.664576,1444
10.665148,1444
10.665698,1444
10.666277,1444
10.666825,1444
10.667403,1444
10.667955,1444
10.668532,1444
10.669074,1444
10.669648,1444
10.6701975,1444
10.670778,1444
10.671327,1444
10.671905,1444
10.672445,1444
10.673016,1444
10.6735525,1444
10.674127,1444
10.674675,1444
10.675258,1444
10.675807,1444
10.676385,1444
10.676931,1444
10.6775055,1444
10.678044,1444
10.678619,1444
10.679165,1444
10.679743,1444
10.680291,1444
10.68087,1444
10.681421,1444
10.681997,1444
10.682537,1444
10.683112,1444
10.683659,1444
10.684237,1444
10.684788,1444
