Segundos,Bytes_Por_Segundo
9.998,2888
9.999,2888
10.0,1444
10.001,2888
10.002,2888
10.003,2888
10.004,2888
10.005,1444
10.006,2888
10.007,2888
10.008,2888
10.009,2888
10.01,1444
10.011,2888
10.012,2888
10.013,2888
10.014,1444
10.015,2888
10.016,2888
10.017,2888
10.018,2888
10.019,1444
10.02,2888
10.021,2888
10.022,2888
10.023,2888
10.024,1444
10.025,2888
10.026,2888
10.027,2888
10.028,2888
10.029,1444
10.03,2888
10.031,2888
10.032,2888
10.033,2888
10.034,1444
10.035,2888
10.036,2888
10.037,2888
10.038,1444
10.039,2888
10.04,2888
10.041,2888
10.042,2888
10.043,1444
10.044,2888
10.045,2888
10.046,2888
10.047,2888
10.048,1444
10.049,2888
10.05,2888
10.051,2888
10.052,2888
10.053,1444
10.054,2888
10.055,2888
10.056,2888
10.057,2888
10.058,1444
10.059,2888
10.06,2888
10.061,2888
10.062,1444
10.063,2888
10.064,2888
10.065,2888
10.066,2888
10.067,1444
10.068,2888
10.069,2888
10.07,2888
10.071,2888
10.072,1444
10.073,2888
10.074,2888
10.075,2888
10.076,1444
10.077,2888
10.078,2888
10.079,2888
10.08,2888
10.081,1444
10.082,2888
10.083,2888
10.084,2888
10.085,2888
10.086,1444
10.087,2888
10.088,2888
10.089,2888
10.09,2888
10.091,1444
10.092,2888
10.093,2888
10.094,2888
10.095,2888
10.096,1444
10.097,2888
10.098,2888
10.099,2888
10.1,1444
10.101,2888
10.102,2888
10.103,2888
10.104,2888
10.105,1444
10.106,2888
10.107,2888
10.108,2888
10.109,2888
10.11,1444
10.111,2888
10.112,2888
10.113,2888
10.114,1444
10.115,2888
10.116,2888
10.117,2888
10.118,2888
10.119,1444
10.12,2888
10.121,2888
10.122,2888
10.123,2888
10.124,1444
10.125,2888
10.126,2888
10.127,2888
10.128,1444
10.129,2888
10.13,2888
10.131,2888
10.132,2888
10.133,1444
10.134,2888
10.135,2888
10.136,2888
10.137,2888
10.138,1444
10.139,2888
10.14,2888
10.141,2888
10.142,2888
10.143,1444
10.144,2888
10.145,2888
10.146,2888
10.147,1444
10.148,2888
10.149,2888
10.15,2888
10.151,2888
10.152,1444
10.153,2888
10.154,2888
10.155,2888
10.156,2888
10.157,1444
10.158,2888
10.159,2888
10.16,2888
10.161,2888
10.162,1444
10.163,2888
10.164,2888
10.165,2888
10.166,1444
10.167,2888
10.168,2888
10.169,2888
10.17,2888
10.171,1444
10.172,2888
10.173,2888
10.174,2888
10.175,2888
10.176,1444
10.177,2888
10.178,2888
10.179,2888
10.18,2888
10.181,1444
10.182,2888
10.183,2888
10.184,2888
10.185,1444
10.186,2888
10.187,2888
10.188,2888
10.189,2888
10.19,1444
10.191,2888
10.192,2888
10.193,2888
10.194,2888
10.195,1444
10.196,2888
10.197,2888
10.198,2888
10.199,1444
10.2,2888
10.201,2888
10.202,2888
10.203,2888
10.204,1444
10.205,2888
10.206,2888
10.207,2888
10.208,2888
10.209,1444
10.21,2888
10.211,2888
10.212,2888
10.213,1444
10.214,2888
10.215,2888
10.216,2888
10.217,2888
10.218,1444
10.219,2888
10.22,2888
10.221,2888
10.222,2888
10.223,1444
10.224,2888
10.225,2888
10.226,2888
10.227,2888
10.228,1444
10.229,2888
10.23,2888
10.231,2888
10.232,1444
10.233,2888
10.234,2888
10.235,2888
10.236,2888
10.237,1444
10.238,2888
10.239,2888
10.24,2888
10.241,2888
10.242,1444
10.243,2888
10.244,2888
10.245,2888
10.246,1444
10.247,2888
10.248,2888
10.249,2888
10.25,2888
10.251,1444
10.252,2888
10.253,2888
10.254,2888
10.255,2888
10.256,1444
10.257,2888
10.258,2888
10.259,2888
10.26,1444
10.261,2888
10.262,2888
10.263,2888
10.264,2888
10.265,1444
10.266,2888
10.267,2888
10.268,2888
10.269,2888
10.27,1444
10.271,2888
10.272,2888
10.273,2888
10.274,2888
10.275,1444
10.276,2888
10.277,2888
10.278,2888
10.279,1444
10.28,2888
10.281,2888
10.282,2888
10.283,2888
10.284,1444
10.285,2888
10.286,2888
10.287,2888
10.288,2888
10.289,1444
10.29,2888
10.291,2888
10.292,2888
10.293,1444
10.294,2888
10.295,2888
10.296,2888
10.297,2888
10.298,1444
10.299,2888
10.3,2888
10.301,2888
10.302,2888
10.303,1444
10.304,2888
10.305,2888
10.306,1444
10.307,2888
10.308,2888
10.309,2888
10.31,2888
10.311,2888
10.312,1444
10.313,2888
10.314,2888
10.315,2888
10.316,2888
10.317,1444
10.318,2888
10.319,2888
10.32,2888
10.321,1444
10.322,2888
10.323,2888
10.324,2888
10.325,2888
10.326,1444
10.327,2888
10.328,2888
10.329,2888
10.33,2888
10.331,1444
10.332,2888
10.333,2888
10.334,2888
10.335,1444
10.336,2888
10.337,2888
10.338,2888
10.339,2888
10.34,1444
10.341,2888
10.342,2888
10.343,2888
10.344,2888
10.345,1444
10.346,2888
10.347,2888
10.348,2888
10.349,2888
10.35,1444
10.351,2888
10.352,2888
10.353,2888
10.354,1444
10.355,2888
10.356,2888
10.357,2888
10.358,2888
10.359,1444
10.36,2888
10.361,2888
10.362,2888
10.363,1444
10.364,2888
10.365,2888
10.366,2888
10.367,2888
10.368,1444
10.369,2888
10.37,2888
10.371,2888
10.372,2888
10.373,1444
10.374,2888
10.375,2888
10.376,2888
10.377,2888
10.378,1444
10.379,2888
10.38,2888
10.381,1444
10.382,2888
10.383,2888
10.384,2888
10.385,2888
10.386,2888
10.387,1444
10.388,2888
10.389,2888
10.39,2888
10.391,1444
10.392,2888
10.393,2888
10.394,2888
10.395,2888
10.396,1444
10.397,2888
10.398,2888
10.399,2888
10.4,2888
10.401,1444
10.402,2888
10.403,2888
10.404,2888
10.405,1444
10.406,2888
10.407,2888
10.408,2888
10.409,2888
10.41,1444
10.411,2888
10.412,2888
10.413,2888
10.414,2888
10.415,1444
10.416,2888
10.417,2888
10.418,2888
10.419,1444
10.42,2888
10.421,2888
10.422,2888
10.423,2888
10.424,1444
10.425,2888
10.426,2888
10.427,2888
10.428,2888
10.429,1444
10.43,2888
10.431,2888
10.432,2888
10.433,1444
10.434,2888
10.435,2888
10.436,2888
10.437,2888
10.438,1444
10.439,2888
10.44,2888
10.441,2888
10.442,2888
10.443,1444
10.444,2888
10.445,2888
10.446,2888
10.447,1444
10.448,2888
10.449,2888
10.45,2888
10.451,2888
10.452,1444
10.453,2888
10.454,2888
10.455,2888
10.456,1444
10.457,2888
10.458,2888
10.459,2888
10.46,2888
10.461,1444
10.462,2888
10.463,2888
10.464,2888
10.465,2888
10.466,1444
10.467,2888
10.468,2888
10.469,2888
10.47,2888
10.471,1444
10.472,2888
10.473,2888
10.474,2888
10.475,1444
10.476,2888
10.477,2888
10.478,2888
10.479,2888
10.48,1444
10.481,2888
10.482,2888
10.483,2888
10.484,1444
10.485,2888
10.486,2888
10.487,2888
10.488,2888
10.489,1444
10.49,2888
10.491,2888
10.492,2888
10.493,2888
10.494,1444
10.495,2888
10.496,2888
10.497,2888
10.498,1444
10.499,2888
10.5,2888
10.501,2888
10.502,2888
10.503,1444
10.504,2888
10.505,2888
10.506,2888
10.507,2888
10.508,1444
10.509,2888
10.51,2888
10.511,2888
10.512,1444
10.513,2888
10.514,2888
10.515,2888
10.516,2888
10.517,1444
10.518,2888
10.519,2888
10.52,2888
10.521,1444
10.522,2888
10.523,2888
10.524,2888
10.525,2888
10.526,1444
10.527,2888
10.528,2888
10.529,2888
10.53,2888
10.531,1444
10.532,2888
10.533,2888
10.534,1444
10.535,2888
10.536,2888
10.537,2888
10.538,2888
10.539,2888
10.54,1444
10.541,2888
10.542,2888
10.543,2888
10.544,2888
10.545,1444
10.546,2888
10.547,2888
10.548,2888
10.549,1444
10.55,2888
10.551,2888
10.552,2888
10.553,2888
10.554,1444
10.555,2888
10.556,2888
10.557,2888
10.558,1444
10.559,2888
10.56,2888
10.561,2888
10.562,2888
10.563,1444
10.564,2888
10.565,2888
10.566,2888
10.567,1444
10.568,2888
10.569,2888
10.57,2888
10.571,2888
10.572,1444
10.573,2888
10.574,2888
10.575,2888
10.576,2888
10.577,1444
10.578,2888
10.579,2888
10.58,2888
10.581,1444
10.582,2888
10.583,2888
10.584,2888
10.585,2888
10.586,1444
10.587,2888
10.588,2888
10.589,2888
10.59,1444
10.591,2888
10.592,2888
10.593,2888
10.594,2888
10.595,1444
10.596,2888
10.597,2888
10.598,2888
10.599,2888
10.6,1444
10.601,2888
10.602,2888
10.603,2888
10.604,1444
10.605,2888
10.606,2888
10.607,2888
10.608,2888
10.609,1444
10.61,2888
10.611,2888
10.612,2888
10.613,1444
10.614,2888
10.615,2888
10.616,2888
10.617,2888
10.618,1444
10.619,2888
10.62,2888
10.621,2888
10.622,1444
10.623,2888
10.624,2888
10.625,2888
10.626,2888
10.627,1444
10.628,2888
10.629,2888
10.63,2888
10.631,2888
10.632,1444
10.633,2888
10.634,2888
10.635,2888
10.636,1444
10.637,2888
10.638,2888
10.639,2888
10.64,2888
10.641,1444
10.642,2888
10.643,2888
10.644,2888
10.645,2888
10.646,1444
10.647,2888
10.648,2888
10.649,2888
10.65,1444
10.651,2888
10.652,2888
10.653,2888
10.654,2888
10.655,1444
10.656,2888
10.657,2888
10.658,2888
10.659,1444
10.66,2888
10.661,2888
10.662,2888
10.663,2888
10.664,1444
10.665,2888
10.666,2888
10.667,2888
10.668,1444
10.669,2888
10.67,2888
10.671,2888
10.672,2888
10.673,1444
10.674,2888
10.675,2888
10.676,2888
10.677,1444
10.678,2888
10.679,2888
10.68,2888
10.681,2888
10.682,1444
10.683,2888
10.684,2888
10.685,2888
10.686,1444
10.687,2888
10.688,2888
10.689,2888
10.69,2888
10.691,1444
10.692,2888
10.693,2888
10.694,2888
10.695,2888
10.696,1444
10.697,2888
10.698,2888
10.699,2888
10.7,2888
10.701,1444
10.702,2888
10.703,2888
10.704,2888
10.705,1444
10.706,2888
10.707,2888
10.708,2888
10.709,2888
10.71,1444
10.711,2888
10.712,2888
10.713,2888
10.714,1444
10.715,2888
10.716,2888
10.717,2888
10.718,2888
10.719,1444
10.72,2888
10.721,2888
10.722,2888
10.723,1444
10.724,2888
10.725,2888
10.726,2888
10.727,2888
10.728,1444
10.729,2888
10.73,2888
10.731,2888
10.732,1444
10.733,2888
10.734,2888
10.735,2888
10.736,2888
10.737,1444
10.738,2888
10.739,2888
10.74,2888
10.741,2888
10.742,1444
10.743,2888
10.744,2888
10.745,2888
10.746,1444
10.747,2888
10.748,2888
10.749,2888
10.75,2888
10.751,1444
10.752,2888
10.753,2888
10.754,2888
10.755,1444
10.756,2888
10.757,2888
10.758,2888
10.759,2888
10.76,1444
10.761,2888
10.762,2888
10.763,1444
10.764,2888
10.765,2888
10.766,2888
10.767,2888
10.768,2888
10.769,1444
10.77,2888
10.771,2888
10.772,2888
10.773,1444
10.774,2888
10.775,2888
10.776,2888
10.777,2888
10.778,1444
10.779,2888
10.78,2888
10.781,2888
10.782,2888
10.783,1444
10.784,2888
10.785,2888
10.786,2888
10.787,1444
10.788,2888
10.789,2888
10.79,2888
10.791,2888
10.792,1444
10.793,2888
10.794,2888
10.795,2888
10.796,1444
10.797,2888
10.798,2888
10.799,2888
10.8,2888
10.801,1444
10.802,2888
10.803,2888
10.804,2888
10.805,1444
10.806,2888
10.807,2888
10.808,2888
10.809,2888
10.81,1444
10.811,2888
10.812,2888
10.813,2888
10.814,1444
10.815,2888
10.816,2888
10.817,2888
10.818,2888
10.819,1444
10.82,2888
10.821,2888
10.822,2888
10.823,1444
10.824,2888
10.825,2888
10.826,2888
10.827,2888
10.828,1444
10.829,2888
10.83,2888
10.831,2888
10.832,1444
10.833,2888
10.834,2888
10.835,2888
10.836,2888
10.837,1444
10.838,2888
10.839,2888
10.84,2888
10.841,1444
10.842,2888
10.843,2888
10.844,2888
10.845,2888
10.846,1444
10.847,2888
10.848,2888
10.849,2888
10.85,2888
10.851,1444
10.852,2888
10.853,2888
10.854,2888
10.855,1444
10.856,2888
10.857,2888
10.858,2888
10.859,2888
10.86,1444
10.861,2888
10.862,2888
10.863,2888
10.864,1444
10.865,2888
10.866,2888
10.867,2888
10.868,2888
10.869,1444
10.87,2888
10.871,2888
10.872,2888
10.873,1444
10.874,2888
10.875,2888
10.876,2888
10.877,2888
10.878,1444
10.879,2888
10.88,2888
10.881,2888
10.882,2888
10.883,1444
10.884,2888
10.885,2888
10.886,2888
10.887,1444
10.888,2888
10.889,2888
10.89,2888
10.891,2888
10.892,1444
10.893,2888
10.894,2888
10.895,2888
10.896,1444
10.897,2888
10.898,2888
10.899,2888
10.9,2888
10.901,1444
10.902,2888
10.903,2888
10.904,2888
10.905,1444
10.906,2888
10.907,2888
10.908,2888
10.909,2888
10.91,1444
10.911,2888
10.912,2888
10.913,2888
10.914,1444
10.915,2888
10.916,2888
10.917,2888
10.918,2888
10.919,1444
10.92,2888
10.921,2888
10.922,2888
10.923,1444
10.924,2888
10.925,2888
10.926,2888
10.927,2888
10.928,1444
10.929,2888
10.93,2888
10.931,2888
10.932,1444
10.933,2888
10.934,2888
10.935,2888
10.936,2888
10.937,1444
10.938,2888
10.939,2888
10.94,2888
10.941,1444
10.942,2888
10.943,2888
10.944,2888
10.945,2888
10.946,1444
10.947,2888
10.948,2888
10.949,2888
10.95,1444
10.951,2888
10.952,2888
10.953,2888
10.954,2888
10.955,1444
10.956,2888
10.957,2888
10.958,2888
10.959,1444
10.96,2888
10.961,2888
10.962,2888
10.963,2888
10.964,1444
10.965,2888
10.966,2888
10.967,2888
10.968,1444
10.969,2888
10.97,2888
10.971,2888
10.972,2888
10.973,1444
10.974,2888
10.975,2888
10.976,2888
10.977,1444
10.978,2888
10.979,2888
10.98,2888
10.981,2888
10.982,1444
10.983,2888
10.984,2888
10.985,2888
10.986,1444
10.987,2888
10.988,2888
10.989,2888
10.99,2888
10.991,1444
10.992,2888
10.993,2888
10.994,2888
10.995,1444
10.996,2888
10.997,2888
10.998,2888
10.999,2888
11.0,1444
11.001,2888
11.002,2888
11.003,2888
11.004,1444
11.005,2888
11.006,2888
11.007,2888
11.008,2888
11.009,1444
11.01,2888
11.011,2888
11.012,2888
11.013,1444
11.014,2888
11.015,2888
11.016,2888
11.017,1444
11.018,2888
11.019,2888
11.02,2888
11.021,2888
11.022,1444
11.023,2888
11.024,2888
11.025,2888
11.026,2888
11.027,1444
11.028,2888
11.029,2888
11.03,2888
11.031,1444
11.032,2888
11.033,2888
11.034,2888
11.035,1444
11.036,2888
11.037,2888
11.038,2888
11.039,2888
11.04,1444
11.041,2888
11.042,2888
11.043,2888
11.044,1444
11.045,2888
11.046,2888
11.047,2888
11.048,2888
11.049,1444
11.05,2888
11.051,2888
11.052,2888
11.053,2888
11.054,1444
11.055,2888
11.056,2888
11.057,2888
11.058,1444
11.059,2888
11.06,2888
11.061,2888
11.062,2888
11.063,1444
11.064,2888
11.065,2888
11.066,2888
11.067,1444
11.068,2888
11.069,2888
11.07,2888
11.071,1444
11.072,2888
11.073,2888
11.074,2888
11.075,2888
11.076,1444
11.077,2888
11.078,2888
11.079,2888
11.08,1444
11.081,2888
11.082,2888
11.083,2888
11.084,2888
11.085,1444
11.086,2888
11.087,2888
11.088,2888
11.089,1444
11.09,2888
11.091,2888
11.092,2888
11.093,2888
11.094,1444
11.095,2888
11.096,2888
11.097,2888
11.098,1444
11.099,2888
11.1,2888
11.101,2888
11.102,2888
11.103,1444
11.104,2888
11.105,2888
11.106,2888
11.107,1444
11.108,2888
11.109,2888
11.11,2888
11.111,1444
11.112,2888
11.113,2888
11.114,2888
11.115,2888
11.116,1444
11.117,2888
11.118,2888
11.119,2888
11.12,1444
11.121,2888
11.122,2888
11.123,2888
11.124,2888
11.125,1444
11.126,2888
11.127,2888
11.128,2888
11.129,1444
11.13,2888
11.131,2888
11.132,2888
11.133,2888
11.134,1444
11.135,2888
11.136,2888
11.137,2888
11.138,1444
11.139,2888
11.14,2888
11.141,2888
11.142,2888
11.143,1444
11.144,2888
11.145,2888
11.146,1444
11.147,2888
11.148,2888
11.149,2888
11.15,2888
11.151,2888
11.152,1444
11.153,2888
11.154,2888
11.155,2888
11.156,1444
11.157,2888
11.158,2888
11.159,2888
11.16,1444
11.161,2888
11.162,2888
11.163,2888
11.164,2888
11.165,1444
11.166,2888
11.167,2888
11.168,2888
11.169,1444
11.17,2888
11.171,2888
11.172,2888
11.173,2888
11.174,1444
11.175,2888
11.176,2888
11.177,2888
11.178,1444
11.179,2888
11.18,2888
11.181,2888
11.182,2888
11.183,1444
11.184,2888
11.185,2888
11.186,2888
11.187,1444
11.188,2888
11.189,2888
11.19,2888
11.191,2888
11.192,1444
11.193,2888
11.194,2888
11.195,2888
11.196,1444
11.197,2888
11.198,2888
11.199,2888
11.2,2888
11.201,1444
11.202,2888
11.203,2888
11.204,2888
11.205,1444
11.206,2888
11.207,2888
11.208,2888
11.209,1444
11.21,2888
11.211,2888
11.212,2888
11.213,2888
11.214,1444
11.215,2888
11.216,2888
11.217,2888
11.218,1444
11.219,2888
11.22,2888
11.221,2888
11.222,1444
11.223,2888
11.224,2888
11.225,2888
11.226,2888
11.227,1444
11.228,2888
11.229,2888
11.23,2888
11.231,2888
11.232,1444
11.233,2888
11.234,2888
11.235,2888
11.236,1444
11.237,2888
11.238,2888
11.239,2888
11.24,2888
11.241,1444
11.242,2888
11.243,2888
11.244,2888
11.245,1444
11.246,2888
11.247,2888
11.248,2888
11.249,1444
11.25,2888
11.251,2888
11.252,2888
11.253,2888
11.254,1444
11.255,2888
11.256,2888
11.257,2888
11.258,1444
11.259,2888
11.26,2888
11.261,2888
11.262,2888
11.263,1444
11.264,2888
11.265,2888
11.266,2888
11.267,1444
11.268,2888
11.269,2888
11.27,2888
11.271,1444
11.272,2888
11.273,2888
11.274,2888
11.275,2888
11.276,1444
11.277,2888
11.278,2888
11.279,2888
11.28,1444
11.281,2888
11.282,2888
11.283,2888
11.284,2888
11.285,1444
11.286,2888
11.287,2888
11.288,2888
11.289,1444
11.29,2888
11.291,2888
11.292,2888
11.293,2888
11.294,1444
11.295,2888
11.296,2888
11.297,2888
11.298,1444
11.299,2888
11.3,2888
11.301,2888
11.302,2888
11.303,1444
11.304,2888
11.305,2888
11.306,2888
11.307,1444
11.308,2888
11.309,2888
11.31,2888
11.311,1444
11.312,2888
11.313,2888
11.314,2888
11.315,2888
11.316,1444
11.317,2888
11.318,2888
11.319,2888
11.32,1444
11.321,2888
11.322,2888
11.323,2888
11.324,2888
11.325,1444
11.326,2888
11.327,2888
11.328,2888
11.329,1444
11.33,2888
11.331,2888
11.332,2888
11.333,1444
11.334,2888
11.335,2888
11.336,2888
11.337,2888
11.338,1444
11.339,2888
11.34,2888
11.341,2888
11.342,1444
11.343,2888
11.344,2888
11.345,2888
11.346,2888
11.347,1444
11.348,2888
11.349,2888
11.35,2888
11.351,1444
11.352,2888
11.353,2888
11.354,2888
11.355,2888
11.356,1444
11.357,2888
11.358,2888
11.359,2888
11.36,1444
11.361,2888
11.362,2888
11.363,2888
11.364,1444
11.365,2888
11.366,2888
11.367,2888
11.368,2888
11.369,1444
11.37,2888
11.371,2888
11.372,2888
11.373,1444
11.374,2888
11.375,2888
11.376,1444
11.377,2888
11.378,2888
11.379,2888
11.38,2888
11.381,2888
11.382,1444
11.383,2888
11.384,2888
11.385,2888
11.386,1444
11.387,2888
11.388,2888
11.389,2888
11.39,2888
11.391,1444
11.392,2888
11.393,2888
11.394,2888
11.395,1444
11.396,2888
11.397,2888
11.398,2888
11.399,2888
11.4,1444
11.401,2888
11.402,2888
11.403,2888
11.404,1444
11.405,2888
11.406,2888
11.407,2888
11.408,2888
11.409,1444
11.41,2888
11.411,2888
11.412,2888
11.413,1444
11.414,2888
11.415,2888
11.416,2888
11.417,1444
11.418,2888
11.419,2888
11.42,2888
11.421,2888
11.422,1444
11.423,2888
11.424,2888
11.425,2888
11.426,1444
11.427,2888
11.428,2888
11.429,2888
11.43,2888
11.431,1444
11.432,2888
11.433,2888
11.434,2888
11.435,1444
11.436,2888
11.437,2888
11.438,2888
11.439,1444
11.44,2888
11.441,2888
11.442,2888
11.443,2888
11.444,1444
11.445,2888
11.446,2888
11.447,2888
11.448,1444
11.449,2888
11.45,2888
11.451,2888
11.452,1444
11.453,2888
11.454,2888
11.455,2888
11.456,2888
11.457,1444
11.458,2888
11.459,2888
11.46,2888
11.461,1444
11.462,2888
11.463,2888
11.464,2888
11.465,1444
11.466,2888
11.467,2888
11.468,2888
11.469,2888
11.47,1444
11.471,2888
11.472,2888
11.473,2888
11.474,1444
11.475,2888
11.476,2888
11.477,2888
11.478,2888
11.479,1444
11.48,2888
11.481,2888
11.482,2888
11.483,1444
11.484,2888
11.485,2888
11.486,2888
11.487,1444
11.488,2888
11.489,2888
11.49,2888
11.491,1444
11.492,2888
11.493,2888
11.494,2888
11.495,2888
11.496,1444
11.497,2888
11.498,2888
11.499,2888
11.5,1444
11.501,2888
11.502,2888
11.503,2888
11.504,2888
11.505,1444
11.506,2888
11.507,2888
11.508,2888
11.509,1444
11.51,2888
11.511,2888
11.512,2888
11.513,2888
11.514,1444
11.515,2888
11.516,2888
11.517,2888
11.518,1444
11.519,2888
11.52,2888
11.521,2888
11.522,1444
11.523,2888
11.524,2888
11.525,2888
11.526,2888
11.527,1444
11.528,2888
11.529,2888
11.53,2888
11.531,1444
11.532,2888
11.533,2888
11.534,2888
11.535,1444
11.536,2888
11.537,2888
11.538,2888
11.539,2888
11.54,1444
11.541,2888
11.542,2888
11.543,2888
11.544,1444
11.545,2888
11.546,2888
11.547,2888
11.548,2888
11.549,1444
11.55,2888
11.551,2888
11.552,2888
11.553,1444
11.554,2888
11.555,2888
11.556,2888
11.557,1444
11.558,2888
11.559,2888
11.56,2888
11.561,1444
11.562,2888
11.563,2888
11.564,2888
11.565,2888
11.566,1444
11.567,2888
11.568,2888
11.569,2888
11.57,1444
11.571,2888
11.572,2888
11.573,2888
11.574,2888
11.575,1444
11.576,2888
11.577,2888
11.578,2888
11.579,1444
11.58,2888
11.581,2888
11.582,2888
11.583,1444
11.584,2888
11.585,2888
11.586,2888
11.587,2888
11.588,1444
11.589,2888
11.59,2888
11.591,2888
11.592,1444
11.593,2888
11.594,2888
11.595,2888
11.596,1444
11.597,2888
11.598,2888
11.599,2888
11.6,2888
11.601,1444
11.602,2888
11.603,2888
11.604,2888
11.605,1444
11.606,2888
11.607,2888
11.608,2888
11.609,1444
11.61,2888
11.611,2888
11.612,2888
11.613,2888
11.614,1444
11.615,2888
11.616,2888
11.617,2888
11.618,1444
11.619,2888
11.62,2888
11.621,2888
11.622,1444
11.623,2888
11.624,2888
11.625,2888
11.626,2888
11.627,1444
11.628,2888
11.629,2888
11.63,2888
11.631,1444
11.632,2888
11.633,2888
11.634,2888
11.635,2888
11.636,1444
11.637,2888
11.638,2888
11.639,2888
11.64,1444
11.641,2888
11.642,2888
11.643,2888
11.644,1444
11.645,2888
11.646,2888
11.647,2888
11.648,1444
11.649,2888
11.65,2888
11.651,2888
11.652,2888
11.653,1444
11.654,2888
11.655,2888
11.656,2888
11.657,1444
11.658,2888
11.659,2888
11.66,2888
11.661,2888
11.662,1444
11.663,2888
11.664,2888
11.665,2888
11.666,1444
11.667,2888
11.668,2888
11.669,2888
11.67,1444
11.671,2888
11.672,2888
11.673,2888
11.674,2888
11.675,1444
11.676,2888
11.677,2888
11.678,2888
11.679,1444
11.68,2888
11.681,2888
11.682,1444
11.683,2888
11.684,2888
11.685,2888
11.686,2888
11.687,2888
11.688,1444
11.689,2888
11.69,2888
11.691,2888
11.692,1444
11.693,2888
11.694,2888
11.695,2888
11.696,1444
11.697,2888
11.698,2888
11.699,2888
11.7,1444
11.701,2888
11.702,2888
11.703,2888
11.704,2888
11.705,1444
11.706,2888
11.707,2888
11.708,2888
