Segundos,Bytes_Por_Segundo
10.1945,1444
10.195,1444
10.1956,1444
10.1962,1444
10.1967,1444
10.1973,1444
10.1979,1444
10.1984,1444
10.199,1444
10.1995,1444
10.2001,1444
10.2006,1444
10.2012,1444
10.2018,1444
10.2023,1444
10.2029,1444
10.2034,1444
10.204,1444
10.2046,1444
10.2051,1444
10.2057,1444
10.2062,1444
10.2068,1444
10.2073,1444
10.2079,1444
10.2085,1444
10.209,1444
10.2096,1444
10.2101,1444
10.2107,1444
10.2113,1444
10.2118,1444
10.2124,1444
10.2129,1444
10.2135,1444
10.2141,1444
10.2146,1444
10.2152,1444
10.2158,1444
10.2163,1444
10.2169,1444
10.2174,1444
10.218,1444
10.2185,1444
10.2191,1444
10.2197,1444
10.2202,1444
10.2208,1444
10.2213,1444
10.2219,1444
10.2224,1444
10.223,1444
10.2236,1444
10.2241,1444
10.2247,1444
10.2252,1444
10.2258,1444
10.2264,1444
10.2269,1444
10.2275,1444
10.2281,1444
10.2288,1444
10.2294,1444
10.2299,1444
10.2305,1444
10.2309,1444
10.2314,1444
10.232,1444
10.2325,1444
10.2331,1444
10.2336,1444
10.2342,1444
10.2348,1444
10.2353,1444
10.2359,1444
10.2364,1444
10.237,1444
10.2376,1444
10.2381,1444
10.2387,1444
10.2392,1444
10.2398,1444
10.2404,1444
10.2409,1444
10.2415,1444
10.242,1444
10.2426,1444
10.2432,1444
10.2437,1444
10.2443,1444
10.2449,1444
10.2454,1444
10.246,1444
10.2465,1444
10.2471,1444
10.2476,1444
10.2482,1444
10.2487,1444
10.2493,1444
10.2499,1444
10.2504,1444
10.251,1444
10.2516,1444
10.2521,1444
10.2527,1444
10.2532,1444
10.2538,1444
10.2543,1444
10.2549,1444
10.2555,1444
10.256,1444
10.2566,1444
10.2571,1444
10.2577,1444
10.2583,1444
10.2588,1444
10.2594,1444
10.26,1444
10.2605,1444
10.2611,1444
10.2616,1444
10.2622,1444
10.2627,1444
10.2633,1444
10.2639,1444
10.2644,1444
10.265,1444
10.2656,1444
10.2661,1444
10.2667,1444
10.2672,1444
10.2678,1444
10.2683,1444
10.2689,1444
10.2695,1444
10.27,1444
10.2706,1444
10.2711,1444
10.2717,1444
10.2722,1444
10.2728,1444
10.2734,1444
10.274,1444
10.2745,1444
10.2751,1444
10.2756,1444
10.2762,1444
10.2767,1444
10.2773,1444
10.2779,1444
10.2784,1444
10.279,1444
10.2795,1444
10.2801,1444
10.2807,1444
10.2812,1444
10.2818,1444
10.2823,1444
10.2829,1444
10.2834,1444
10.284,1444
10.2846,1444
10.2851,1444
10.2857,1444
10.2863,1444
10.2868,1444
10.2874,1444
10.2879,1444
10.2885,1444
10.289,1444
10.2896,1444
10.2902,1444
10.2907,1444
10.2913,1444
10.2919,1444
10.2924,1444
10.293,1444
10.2935,1444
10.2941,1444
10.2946,1444
10.2952,1444
10.2958,1444
10.2963,1444
10.2969,1444
10.2975,1444
10.298,1444
10.2986,1444
10.2991,1444
10.2997,1444
10.3002,1444
10.3008,1444
10.3014,1444
10.3019,1444
10.3025,1444
10.303,1444
10.3036,1444
10.3042,1444
10.3049,1444
10.3055,1444
10.306,1444
10.3065,1444
10.307,1444
10.3075,1444
10.3081,1444
10.3086,1444
10.3092,1444
10.3098,1444
10.3103,1444
10.3109,1444
10.3114,1444
10.312,1444
10.3126,1444
10.3131,1444
10.3137,1444
10.3142,1444
10.3148,1444
10.3154,1444
10.3159,1444
10.3165,1444
10.317,1444
10.3176,1444
10.3182,1444
10.3188,1444
10.3193,1444
10.3198,1444
10.3204,1444
10.321,1444
10.3215,1444
10.3221,1444
10.3226,1444
10.3232,1444
10.3238,1444
10.3243,1444
10.3249,1444
10.3254,1444
10.326,1444
10.3266,1444
10.3271,1444
10.3277,1444
10.3282,1444
10.3288,1444
10.3293,1444
10.3299,1444
10.3305,1444
10.331,1444
10.3316,1444
10.3321,1444
10.3327,1444
10.3333,1444
10.3338,1444
10.3344,1444
10.3349,1444
10.3355,1444
10.3361,1444
10.3366,1444
10.3372,1444
10.3378,1444
10.3383,1444
10.3389,1444
10.3394,1444
10.34,1444
10.3405,1444
10.3411,1444
10.3417,1444
10.3422,1444
10.3428,1444
10.3434,1444
10.3439,1444
10.3445,1444
10.345,1444
10.3456,1444
10.3461,1444
10.3467,1444
10.3473,1444
10.3478,1444
10.3484,1444
10.3489,1444
10.3495,1444
10.3501,1444
10.3506,1444
10.3512,1444
10.3517,1444
10.3523,1444
10.3529,1444
10.3534,1444
10.354,1444
10.3546,1444
10.3551,1444
10.3557,1444
10.3562,1444
10.3568,1444
10.3573,1444
10.3579,1444
10.3584,1444
10.359,1444
10.3596,1444
10.3602,1444
10.3607,1444
10.3613,1444
10.3618,1444
10.3624,1444
10.3629,1444
10.3635,1444
10.364,1444
10.3646,1444
10.3652,1444
10.3657,1444
10.3663,1444
10.3669,1444
10.3674,1444
10.368,1444
10.3685,1444
10.3691,1444
10.3697,1444
10.3702,1444
10.3708,1444
10.3714,1444
10.3719,1444
10.3725,1444
10.373,1444
10.3736,1444
10.3741,1444
10.3747,1444
10.3753,1444
10.3758,1444
10.3764,1444
10.377,1444
10.3775,1444
10.3781,1444
10.3786,1444
10.3792,1444
10.3797,1444
10.3804,1444
10.381,1444
10.3816,1444
10.3821,1444
10.3826,1444
10.3831,1444
10.3837,1444
10.3842,1444
10.3848,1444
10.3853,1444
10.3859,1444
10.3865,1444
10.387,1444
10.3876,1444
10.3882,1444
10.3887,1444
10.3893,1444
10.3898,1444
10.3904,1444
10.3909,1444
10.3915,1444
10.3921,1444
10.3926,1444
10.3932,1444
10.3937,1444
10.3943,1444
10.3949,1444
10.3954,1444
10.396,1444
10.3965,1444
10.3971,1444
10.3977,1444
10.3983,1444
10.3988,1444
10.3994,1444
10.3999,1444
10.4005,1444
10.401,1444
10.4016,1444
10.4022,1444
10.4027,1444
10.4033,1444
10.4038,1444
10.4044,1444
10.405,1444
10.4055,1444
10.4061,1444
10.4066,1444
10.4072,1444
10.4077,1444
10.4083,1444
10.4089,1444
10.4094,1444
10.41,1444
10.4106,1444
10.4111,1444
10.4117,1444
10.4122,1444
10.4128,1444
10.4133,1444
10.4139,1444
10.4144,1444
10.415,1444
10.4156,1444
10.4162,1444
10.4167,1444
10.4173,1444
10.4178,1444
10.4184,1444
10.4189,1444
10.4195,1444
10.4201,1444
10.4206,1444
10.4212,1444
10.4217,1444
10.4223,1444
10.4229,1444
10.4234,1444
10.424,1444
10.4245,1444
10.4251,1444
10.4257,1444
10.4262,1444
10.4268,1444
10.4274,1444
10.4279,1444
10.4285,1444
10.429,1444
10.4296,1444
10.4302,1444
10.4307,1444
10.4313,1444
10.4319,1444
10.4324,1444
10.433,1444
10.4335,1444
10.4341,1444
10.4347,1444
10.4352,1444
10.4358,1444
10.4364,1444
10.4369,1444
10.4375,1444
10.438,1444
10.4386,1444
10.4391,1444
10.4397,1444
10.4402,1444
10.4408,1444
10.4414,1444
10.4419,1444
10.4425,1444
10.4431,1444
10.4436,1444
10.4442,1444
10.4447,1444
10.4453,1444
10.4459,1444
10.4464,1444
10.447,1444
10.4476,1444
10.4481,1444
10.4487,1444
10.4492,1444
10.4498,1444
10.4503,1444
10.4509,1444
10.4514,1444
10.452,1444
10.4526,1444
10.4532,1444
10.4537,1444
10.4543,1444
10.4548,1444
10.4554,1444
10.4559,1444
10.4566,1444
10.4572,1444
10.4578,1444
10.4583,1444
10.4589,1444
10.4594,1444
10.4599,1444
10.4604,1444
10.461,1444
10.4616,1444
10.4621,1444
10.4627,1444
10.4633,1444
10.4638,1444
10.4644,1444
10.4649,1444
10.4655,1444
10.466,1444
10.4666,1444
10.4671,1444
10.4677,1444
10.4683,1444
10.4688,1444
10.4694,1444
10.4699,1444
10.4705,1444
10.4711,1444
10.4716,1444
10.4722,1444
10.4727,1444
10.4733,1444
10.4739,1444
10.4744,1444
10.475,1444
10.4756,1444
10.4761,1444
10.4767,1444
10.4772,1444
10.4778,1444
10.4784,1444
10.4789,1444
10.4795,1444
10.48,1444
10.4806,1444
10.4812,1444
10.4817,1444
10.4823,1444
10.4828,1444
10.4834,1444
10.484,1444
10.4845,1444
10.4851,1444
10.4856,1444
10.4862,1444
10.4868,1444
10.4873,1444
10.4879,1444
10.4885,1444
10.489,1444
10.4896,1444
10.4902,1444
10.4907,1444
10.4913,1444
10.4918,1444
10.4924,1444
10.4929,1444
10.4935,1444
10.494,1444
10.4946,1444
10.4952,1444
10.4957,1444
10.4963,1444
10.4969,1444
10.4974,1444
10.498,1444
10.4985,1444
10.4991,1444
10.4996,1444
10.5002,1444
10.5008,1444
10.5013,1444
10.5019,1444
10.5025,1444
10.503,1444
10.5036,1444
10.5041,1444
10.5047,1444
10.5053,1444
10.5058,1444
10.5064,1444
10.5069,1444
10.5075,1444
10.5081,1444
10.5086,1444
10.5092,1444
10.5097,1444
10.5103,1444
10.5109,1444
10.5114,1444
10.512,1444
10.5126,1444
10.5131,1444
10.5137,1444
10.5142,1444
10.5148,1444
10.5153,1444
10.5159,1444
10.5165,1444
10.517,1444
10.5176,1444
10.5182,1444
10.5187,1444
10.5193,1444
10.5199,1444
10.5204,1444
10.521,1444
10.5215,1444
10.5221,1444
10.5227,1444
10.5232,1444
10.5238,1444
10.5243,1444
10.5249,1444
10.5254,1444
10.526,1444
10.5266,1444
10.5271,1444
10.5277,1444
10.5283,1444
10.5288,1444
10.5294,1444
10.5299,1444
10.5305,1444
10.531,1444
10.5316,1444
10.5322,1444
10.5328,1444
10.5334,1444
10.534,1444
10.5346,1444
10.5351,1444
10.5356,1444
10.5361,1444
10.5366,1444
10.5372,1444
10.5378,1444
10.5383,1444
10.5389,1444
10.5395,1444
10.54,1444
10.5406,1444
10.5411,1444
10.5417,1444
10.5423,1444
10.5428,1444
10.5434,1444
10.544,1444
10.5445,1444
10.5451,1444
10.5456,1444
10.5462,1444
10.5467,1444
10.5473,1444
10.5479,1444
10.5484,1444
10.549,1444
10.5496,1444
10.5501,1444
10.5507,1444
10.5513,1444
10.5518,1444
10.5524,1444
10.553,1444
10.5535,1444
10.5541,1444
10.5546,1444
10.5552,1444
10.5557,1444
10.5563,1444
10.5569,1444
10.5574,1444
10.558,1444
10.5585,1444
10.5591,1444
10.5597,1444
10.5602,1444
10.5608,1444
10.5613,1444
10.5619,1444
10.5624,1444
10.563,1444
10.5636,1444
10.5642,1444
10.5647,1444
10.5653,1444
10.5658,1444
10.5664,1444
10.5669,1444
10.5675,1444
10.5681,1444
10.5686,1444
10.5692,1444
10.5698,1444
10.5703,1444
10.5709,1444
10.5714,1444
10.572,1444
10.5726,1444
10.5731,1444
10.5737,1444
10.5743,1444
10.5748,1444
10.5754,1444
10.5759,1444
10.5765,1444
10.577,1444
10.5776,1444
10.5782,1444
10.5787,1444
10.5793,1444
10.5798,1444
10.5804,1444
10.581,1444
10.5815,1444
10.5821,1444
10.5827,1444
10.5833,1444
10.5838,1444
10.5844,1444
10.5849,1444
10.5855,1444
10.586,1444
10.5866,1444
10.5871,1444
10.5877,1444
10.5883,1444
10.5888,1444
10.5894,1444
10.59,1444
10.5905,1444
10.5911,1444
10.5916,1444
10.5922,1444
10.5927,1444
10.5933,1444
10.5939,1444
10.5944,1444
10.595,1444
10.5956,1444
10.5961,1444
10.5967,1444
10.5972,1444
10.5978,1444
10.5984,1444
10.5989,1444
10.5995,1444
10.6001,1444
10.6006,1444
10.6012,1444
10.6017,1444
10.6023,1444
10.6028,1444
10.6034,1444
10.604,1444
10.6046,1444
10.6051,1444
10.6057,1444
10.6062,1444
10.6068,1444
10.6073,1444
10.6079,1444
10.6085,1444
10.6091,1444
10.6097,1444
10.6104,1444
10.6109,1444
10.6114,1444
10.6119,1444
10.6124,1444
10.6129,1444
10.6135,1444
10.6141,1444
10.6146,1444
10.6152,1444
10.6158,1444
10.6163,1444
10.6169,1444
10.6174,1444
10.618,1444
10.6186,1444
10.6191,1444
10.6197,1444
10.6203,1444
10.6208,1444
10.6214,1444
10.6219,1444
10.6225,1444
10.6231,1444
10.6236,1444
10.6242,1444
10.6247,1444
10.6253,1444
10.6259,1444
10.6264,1444
10.627,1444
10.6275,1444
10.6281,1444
10.6287,1444
10.6292,1444
10.6298,1444
10.6304,1444
10.6309,1444
10.6315,1444
10.632,1444
10.6326,1444
10.6331,1444
10.6337,1444
10.6343,1444
10.6348,1444
10.6354,1444
10.636,1444
10.6365,1444
10.6371,1444
10.6376,1444
10.6382,1444
10.6388,1444
10.6394,1444
10.6399,1444
10.6405,1444
10.641,1444
10.6416,1444
10.6421,1444
10.6427,1444
10.6433,1444
10.6438,1444
10.6444,1444
10.645,1444
10.6455,1444
10.6461,1444
10.6466,1444
10.6472,1444
10.6477,1444
10.6483,1444
10.6489,1444
10.6494,1444
10.65,1444
10.6506,1444
10.6511,1444
10.6517,1444
10.6522,1444
10.6528,1444
10.6534,1444
10.6539,1444
10.6545,1444
10.6551,1444
10.6556,1444
10.6562,1444
10.6567,1444
10.6573,1444
10.6578,1444
10.6584,1444
10.659,1444
10.6595,1444
10.6601,1444
10.6607,1444
10.6612,1444
10.6618,1444
10.6623,1444
10.6629,1444
10.6635,1444
10.664,1444
10.6646,1444
10.6651,1444
10.6657,1444
10.6663,1444
10.6668,1444
10.6674,1444
10.668,1444
10.6685,1444
10.6691,1444
10.6696,1444
10.6702,1444
10.6708,1444
10.6713,1444
10.6719,1444
10.6724,1444
10.673,1444
10.6736,1444
10.6741,1444
10.6747,1444
10.6753,1444
10.6758,1444
10.6764,1444
10.6769,1444
10.6775,1444
10.678,1444
10.6786,1444
10.6792,1444
10.6797,1444
10.6803,1444
10.6809,1444
10.6814,1444
10.682,1444
10.6825,1444
10.6831,1444
10.6837,1444
10.6842,1444
10.6848,1444
10.6854,1444
10.6861,1444
10.6867,1444
10.6872,1444
10.6877,1444
10.6882,1444
10.6887,1444
10.6893,1444
10.6898,1444
10.6904,1444
10.691,1444
10.6915,1444
10.6921,1444
10.6927,1444
10.6932,1444
10.6938,1444
10.6943,1444
10.6949,1444
10.6955,1444
10.696,1444
10.6966,1444
10.6971,1444
10.6977,1444
10.6982,1444
10.6988,1444
10.6994,1444
10.6999,1444
10.7005,1444
10.7011,1444
10.7016,1444
10.7022,1444
10.7028,1444
10.7033,1444
